comment,likes,time,author
"Kalau menurut gue, udah lah stop. Kalau kasihan ke anak yang gak makan, kasih ke anak yang emang gak mampu sekolah. Anak disekolahin berarti dia mampu. Kalau ingin membuka lapangan kerja, pendidikan gratiskan. Buat anak2 bangsa supaya cerdas dan pintar, supa bisa bikin mobi, motor, rudal, nuklir sendiri. Dengan begitu akan ada banyak lapangan pekerjaan. Lah ini progam investasi ke tai bukan ke otak.",0,1 month ago,@maul2024
Program korupsi legal,0,1 month ago,@Сан-Паулу
ini program paling tolol dan paling mengancam ketahanan ekonomi negara,0,1 month ago,@muammar4744
"Program zolim, mitra memikirkan diri mekera sendri, semoga cepat dipanggil allah mereka zemua yg zolim tersebut",0,1 month ago,@RxFadli
"Siapa bilang MBG beban negara, masyarakat tidak mengerti manfaat MBG, MBG sangat penting bagi pejabat2 kita bakan anak2nya anggota DPR kita juga sangat menikmati uangnya MBG, jd saya minta rakyat jgn terlalu komplen lah, kalau ada siswa2 kita yg keracuman, itu kan belum semua, yg mati pun paling beberapa orang aja, marilah kita bersabar, kalo pejabat2 kita udah kayaraya dan makmur baru MBG kita berhentikan",0,1 month ago,@dappzzz958
"MBG tdk salah programnya SANGAT BAGUS, syg ini Indonesia dmn pejabat dan rakyat sama sama KORUPTOR",0,1 month ago,@fitraabdillah4218
YG MENGATAKAN MBG ITU BERGIZI SIAPA..? KALAU CUMA SALAK ROTI 2RIBU.  DAN YG LAINNYA. GA SESUAI DGN STANDAR GIZI.   INI ADALAH OROGRAM KOROPSI TERSTRUKTUR BERJEMAAH.,1,1 month ago,@MuhammadZhaky68
"Program ini sarana kampanye prabowo untuk 2029, semestinya dihentikan karena memakai anggaran negara guna kepentingan pribadi.",1,1 month ago,@elzebaoth1
Itu kalau sampai 300 t umpama di bagi 34 propinsi itu SDH dapat berapa itu itu JD harapan kami 2 di daerah tolong progeram itu pekerja mbg itu TDK sebanyak harapan tukang di daerah itu berapa puluh JT tukang yg TDK dapat pekerjaan,0,1 month ago,@ananghatri1860
Assalamualaikum mf pa parasiden Ekonomi nasional kita lesu benar kami di daerah ni harapan kami pekerjaan yg tukang banyak nganggur apa LG kami yg bekerja di proyek sangat terpukul benar pa termasuk tukang 2 yg ada menunggu proyek malah banyak TDK kerja,0,1 month ago,@ananghatri1860
"Terimakasih pak prabowo terus berjuang demi rakyatmu Indonesia 🇮🇩🇮🇩🇮🇩
lanjutkan program MBG dan koperasi merah putih rakyat sangat membutuhkan ❤❤❤",0,1 month ago,@GagangSapu-r9z
Tetap bisa dibilang gizi itu roti sama dengan protein roti itu itukan protein trus buah buah kek salak itu sumber vitamin mungkin lu ngerasa mbg gak bergizi sama gua juga ngerasa ga bergizi banget karena isinya jajanan warung tapi tetep bergizi itu ada buah roti ada protein trus dapet vitamin gitu🙏,0,1 month ago,@GabrielLadana
"Kalo diliat dari realita lapangan, saya punya beberapa relasi yang bisa dibilang sedikit mensyukuri adanya MBG, karena anak nya ngga lagi perlu di buatkan bekal, tapi disisi lain, org tersebut pun menyayangkan hal lain yang jauh lebih banyak kurangnya ketimbang untungnya, salah satunya soal harga bahan baku yang naik, jadi ibarat nutup 1 lubang, tapi kebuka 2 - 3 celah lubang lainnya yang justru memperparah ekonomi mereka.

Belum lagi miss management skala nasional kek gini tuh saya yakin bisa bikin kemunduran dimasa depan, karena skalanya masive banget. 

Tunggu aja nanti, beberapa tahun kedepan. Saya rasa bakal ada kemunduran besar dari berbagai lini.",0,1 month ago,@AbeeeXD
"Bubar bubar bubar,. Kebijakan Pemerintahan Yang AMBIGU😂😅",0,1 month ago,@logica-Metafisik
"Para pemilik dapur mbg.
Siapa pemilik dapur mbg 
Yaitu para politisi politisi yg mengusung kemenangan Prabowo Gibran.
Itu fakta rata rata pemilik dapur mbg itu para politisi",0,1 month ago,@threwahyudi0805
Katanya MBG itu punya rakyat pdhal aku yg Deket dgn dapur MBG TDK boleh minta AIR nya tolong jwb.trims.,0,1 month ago,@RelliWarliati
"Susah sih kalo emang anaknya ogah ogahan makan, jujur gak semudah cukup bagikan dan wajibkan habiskan makanan yang dikasih. Justru yang ada anaknya makin stunting karena udah merasa makan padahal intake nutrisi yang didapat tidak seimbang terus dirumah malah gak mau makan samasekali.
Bahasan lain, ini baik untuk meningkatkan minat petani untuk berproduksi tetapi ternyata malah disalahkan karena ya memang petani diharuskan miskin dari pemerintah sedari awal.
UMKM gimana? saat dianggap kurang higienis dan kurang memenuhi jumlah secara kuantitatif masih bisa di tingkatkan dan upgrade qc. Namun saat ada ketidak seimbangan suplay dan demand ya wassalam.",0,1 month ago,@Akarrumput2000
"MBG hanya banyak yg dikorupsi , nambah beban  pekerjaan guru , banyak buang waktu pemnelajaran anak² ..... lebih baik pemerintah buka pekerjaan seluas luasnya agar orang tua bisa bekerja , dpt gaji shg membantu keuangan keluarga  dan pastinya kekuarga dpt makan minum yg bergizi.",1,1 month ago (edited),@Suwitoo-zw9gi
Yang penting setorannya........,0,1 month ago,@RoyIndrasyah
MBG  ladang KKN baru.,0,1 month ago,@agusdwiantoro8612
"PROGRAM MBG JADI TAI
PROGRAM PENDIDIKAN GRATIS MENGHASILKAN
PRESIDEN YANG PINTAR 
MENTERI YANG BISA KERJA TIDAK ABS
INSINYUR
SARJANA
GURU
PROFESOR
HAKIM
JAKSA
POLISI
TENTARA
DLL",0,1 month ago,@EkoSusilo-p1t
Ada pro kontra lah ini program tp yg paling membutuhkan program ini adalah daerah 3T dan ekonomi menengah kebawah,0,1 month ago,@TuruDek22
"Yang terasa dlm setahun  usaha menengah kebawah tercekik sama program mbh/ kdmp,mohon untuk presiden segera hentikan, ketimpangan ekonomi semakin jauh antara sikaya/ simiskin,",0,1 month ago,@hendragunawan5834
"Sudah, kembalikan saja namanya seperti janji kampanye Prabowo-Gibran, ""Makan Siang Gratis"", bergizi, basi, junk food atau beracun ya ga masalah, kan sesuai janji kampanye",0,1 month ago,@tinylunaticinahugeworld
"Orang bekas stroke dilantik jd plesiden, uda😊h miring otaknnya",0,1 month ago,@rbas4344
Lebih bagus sekolah gratis dari pada makan gratis.Investasi ke toilet 300T setiap tahunnya bukan mainn😂😂,0,1 month ago,@kokoriskyism88
"Dgn input 335 T duit APBN,...out put nya cuma kotoran alias tinja,...luar biasa,...industri tinja terbesar di tata surya,...",0,1 month ago,@AthfalNabeel
"BPK presiden negara kita sudah surplus beras masyarakat kita tidak akan kelaparan , MBG itu untuk apa...!!!! Saat ini negara kita lebih butuh anggaran untuk situasi ekonomi  lebih baik di alihkan k bantuan tunai k.masyarakat.miskin yg terdampak langsung dgn krisis ekonomi saat ini bayangkan 100 triliun berputar di masyarakat seluruh indonesia akan menjaga kestabilan daya beli dan kondisi relatif aman ...",0,1 month ago,@MatheosRumahlatu
PRABOWO DAN PENDUKUNG NYA GAK NGERTI INI,0,1 month ago,@teguhprassodjo3785
Up,0,1 month ago,@nonanty593
Mbg program bikin kotoran dan di koropsikan masuk kloset dan kantong pemilik dapur negara akan remuk karena cuma jadi tahi 335 T,0,1 month ago,@IndartoIndarto-vx7fg
Dan yang Aneh nya President seolah tutup Mata dan Tutup Telinga terhadap keluhan makanan MBG yang jauh dari kata Bergizi,0,1 month ago,@zenzenzaenudin4536
"Ditambah lagi sasaran nya masih banyak yang ngga tepat guna, ada juga cerita yg saya dapet dari relasi saya yang lain, dimana kondisi ekonomi mereka lebih dari cukup, tapi yg disayangkan adalah tetep dapet MBG, perkara ""kasian, kalo dia ngga dapet nanti merasa dikucilkan karena teman teman lainnya dapet MBG""

Yang padahal justru dengan standar 10rb dimana banyak kasus makanan yg ngga layak, akhirnya bukan nya jadi blessing buat dia malah jadi curse, dia ngerasa terhinakan dengan makanan yg gak layak 😂",0,1 month ago,@AbeeeXD
"Saya Jadi Mikir Kritis
⚠️ Jangan jangan yang Di Bilang Akan Bubar 2030 benar!!, ini lah Yang Akan Membubarkan nya😅

Program Besar Saat Dunia Krisis Global :
1. Koperasi Merah Putih 
2. MBG",0,1 month ago,@logica-Metafisik
"mbg dg anggaran 335 T masak asal2 lan tdk enak 70%  tdk di makan kok ngotot tetap masak, ini model apa ini.",0,1 month ago,@RobbyNatael
Program MBG pake uang rakyat. Tapi rakyat kritik MBG tidak di dengar malah akan di lanjutkan MBG. Janji memberantas korupsi omon omon malah menyediakan lahan koruptor MBG,0,1 month ago,@nanirochaeni4063
"Prabowo itu mau tapi kurang mikir.
Pikirannya, dia mau MBG seperti sekolah2 di Tiongkok, Jepang atau Korea Selatan...tapi ga mikir korupsi, dan cuma bikin gemuk kateringnya.

Juga ga mikir kalo nampan cuma dicuci di selokan. (viral yang di Ciamis, kalo ga salah ingat).
Belon lagi kepala BGN-nya sama sekali buta soal nilai gizi.
Terakhir, kepala batu...setelah banyak viral...tetap juga dipertahankan yang ga bisa apa2,  yang ga mampu kerja.

Makanya aku pernah tulis komentar...
Tolong MBG sekalian disediakan untuk anggota DPR dan staf, Menteri2 dan Staf, Gubernur dan staf, walikota dan staf, camat dan staf, lurah dan staf serta untuk semua ASN.

Biar mereka juga merasakan makanan MBG itu.
Waktu ada MBG...uang makan hariannya harus distop...supaya yang ga suka, pilih2 makanan...ga bisa jajan di luar.",0,1 month ago,@yennykurnady1464
"Untuk kasus keracunan itu karena penyajian 

Untuk kasus makanan kurang layak ini adalah korupsi 
Eh netizen bukan pemerintah saja yg korupsi masyarakat juga banyak",0,1 month ago,@solusikehidupan99
Uang 335trilyun kalau dibagi280jt penduduk Indonesia rakyat lebih makmur lebih maju,0,1 month ago,@CahyaSaputra-c7t
"Kalau begini terus kapan rakyat ini hidup merdeka sampai sekarang rakyat masih hidup seperti jaman penjajahan semua kena pajak  
anehnya para elit pejabat malah GK pajak",0,1 month ago,@CahyaSaputra-c7t
"Uniknya.. Ketika ada kunjungan pusat, yg di sajikan enak².. 
Anak saya sendiri masih sekolah PAUD, Kalau di suruh makan ndak mau.. Sampai di kumpulin hampir satu tas.. 
😢😢😢",0,1 month ago,@haninpriyoko4876
Prabowo cari nama pake MBG padahal itu ide yg bodoh...,0,1 month ago,@salmahanifa6506
6:30 6:30,0,1 month ago,@RobbyNatael
mbg dg anggaran,0,1 month ago,@RobbyNatael
Biaya MBG bisa mengakibatka anggaran APBN bisa amburadul soalnya secara pelan pasti korupsi merajalela dimana2 baik pusat maupun daerah semuanya tergantung penilian masing2 daerah aja,0,1 month ago,@HendritaKusuma
"APBN SAMPAI GOYANG, MSH SAJA WOWOK KERAS KEPALA. APA HARUS RAKYAT BOIKOT SE INDONESIA ??",0,1 month ago,@Jojon_borneo
"Jika ada 1000 orang yang menolak MBG, maka aku ada di antaranya. Jika ada 1 oranh yang menolak MBG, maka itu adalah saya. Jika tidak ada seorangpun yang menolak MBG, berarti saya sudah tidak ada di dunia ini.",0,1 month ago,@benyprasetyo9747
"MBG BAGI SELURUH RAKYAT NKRI KALO KORUPSI KKN CUMA BUAT KLUARGA/KRABAT RAKYAT KEBAGIAN BAYAR UTANGNYA DOANG,YG REWEL MBG DIA YG IRI KORUPSINYA KETAUAN KALO KE YG LAIN NGOMONGNYA KORUPTOR2 TAUNYA DIRIPRIBADI N KLUARGA KENYANG DUIT RAKYAT SAMPE ANAK/CUCU BAU KENCUR PUNYA HARTA TRILIUNAN DR MANA TUHHH REKENING TITIPAN ALIAS GENDUTTT JAYA SLALU MBG TRUTAMA BUAT PLOSOK N YG DIKOTA2 PUN REBUTAN MBG SHAT/SUKSES SLALU PAK PRESIDEN PRABOWO BSRT WAPRES N SMUA YG DUKUNG RAKYAT KECIL🙏🙏🙏🇮🇩🇮🇩",0,1 month ago,@YuyunYuningsih-l1p
"Yg dpt manfaat adalah yg punya dapur,,, dan kebanyakan yg punya dapur aparat dan pejabat,, jd program ini interfensi bikin,, yang kaya makin kaya yg miskin makin miskin,,, dan agenda politik th2029 bisa kt lihat,",0,1 month ago,@muhktarom6969
"MBGadalah parasit negara, maka setuju di hapus saja",0,1 month ago,@AhmadCarita-xx3qv
Bubar kan  mbg   botak,0,1 month ago,@AgusBudianto-l5b8r
"Ssi  bowo  apa  si  botak,. Bos  mbg  beracun",0,1 month ago,@AgusBudianto-l5b8r
DELE REBUS UBI REBOS MANA ADA GIZI DASAR GOBLOGGGG,0,1 month ago,@Mutohar-y3u
UNTUK KRONI NYA Prabowo KOROPSI KOROPSI BERJAMAAH HUTANG BUDI ...,0,1 month ago,@Mutohar-y3u
"7:20 kalo kata pro MBG yg sok stoik maah
"" Yah itu udah jadi konsekuensi, setiap ada keuntungan, pasti ada orang yg dirugikan ""

Padahal harapannya gk seperti itu, soalnya Negara harus pro sama rakyat nya, bukan ke sebagian kalangan berduit yg mencurangi pasar. Apalagi ampe dijadikan mesin duit pribadi bagi pejabat itu. Sama aja kita selama ini nyawer perut gendut dan otak sengklek mereka dong. 😂",0,1 month ago,@davidnuryanto2940
"Staff disuruh WFH, biar irit
Zakat mau di ambil buat MBG
Ini program Tarik Ulur demi Maling Berkedok Gizi",0,1 month ago,@achmadjusuf9552
"MBG keuntunganya untuk wowo dan kloninya, MBG yang beracun untuk anak didik kalau bisa jangan di stop dulu wowo diberi MBG penyebab anak anak murid keracunan, biar dia merasakan keracunan.",0,1 month ago (edited),@Junaedi-u1x
"Ini solusi sebenarnya, apalagi mungkin pak prabowo melihat situasi hampir (amit2) perang dunia ketiga. Jadi, pemerintah sebenarnya harus menyediakan ketahanan pangan nasional untuk menghadapi krisis. Mbg juga berfungsi buat memutar roda ekonomi, khususnya di sektor pertanian. Petani yang selama ini (banyak) yang miskin bisa tambah untung dengan program ini karena hasil bumi mereka diserap. Selain ketahanan pangan, pak presiden juga harus memperhatikan ketahanan energi juga (yang saya maksud, program sawit, etanol, elektrifikasi, dll) biar gak bergantung pada bbm impor. Memang, prosesnya lambat dan banyak huru hara, tapi tetap harus didukung …


Jangan hujat saya, plis🙏",0,1 month ago,@aniferamedia
Korupsi😂,0,1 month ago,@newbiegretonger12
Menuju 2045 indonesia morak marik😢,0,1 month ago,@senimantakraw623
"Inflasi makin naik, usaha mikro bersaing dengan program MBG yg dikelola oleh pihak tertentu",0,1 month ago,@agunksaputra3499
"Menurut sy, MBG boleh2 saja,, tp jangan sapu rata di semua daerah. Baiknya di daerah yg masih tertinggal secara ekonomi, itupun disampling dlu berhasil apa kaga, feedback masyarakat kayak apa,, kalo gagal ya stop aja. Kalo berhasil baru deh diterapin di area yg lebih besar, baru brtahap diterapin secara nasional. Itu baru namanya pemerintah pusatnya pinter. Kalo langsung main jebrat jebret kayak gini kan keliatan jah*tnya",0,1 month ago,@abcdefgh-s3w7i
Semoga pak prabowo iseng liat vidio ini,0,1 month ago,@ekocahyo001
MBG & kopdes itu cuma jalur distribusi korupsi,0,1 month ago,@boby_surya
"PROGRAM MBG. ACAK ADUT , KORUPSI BERJEMAAH",0,1 month ago,@Luthfie0505
Ketika Indonesia dipimpin oleh pihak tidak normal,0,1 month ago,@ArjunMalvin-vi6gt
"Pogram MBG itu untuk koropsi lah yang selalu di paksakan ,  wo wo ini tidak mendengarkan  suara Rakyat yg menolak MBG ini ada apa wo apa nunggu Indonesia bangkrut dengan pogram MBG ini yg menyedot uang Rakyat treliyunan rupiah yg tidak ada manfaatnya , lebih baik untuk membangun jalan 2 yg sama rusak yg pemerintah daerah tidak mampu membangun jalan 2 yg rusak akibat ivisiensi keputusanmu wo sekarang Rakyat sangat mencekik jalan pada bodol nggak di bangun juga akibat MBG .",0,1 month ago,@hambali8442
"indonesia ini saling adu domba..
saling menjatuhkan..
gk setuju ini itu..emgnya ngerti apa sih.mbg di desa desa jelas cukup membantu kok dn menjadi tmbahan lapangan kerja..
jdi otak otak kotor mreka yg bilang ini itu protes adanya mbg kalian bisa apaa",0,1 month ago,@KurniaBob-rh6kv
"Wowo kau menyuruh rakyat berhemat...tapi kau malah boros, menghabiskan dana triliunan untuk MBG...pikir dulu sebelum kau ngomong.",0,1 month ago,@budiono-y5j
"Yg ada jd beban apbn, lebih besar keburukannya daripada kebaikannya",0,1 month ago,@alexxander4815
Mending uangnya kasih ke masyarakat yang membutuhkan dari pada mbg yang cuma menguntungkan pihak tertentu,0,1 month ago,@Arrogan87
Cuan harus tetap jalan,0,1 month ago,@IkmamApriansyah
"Negara yang kuat adalah negara yang bisa menjamin rakyatnya tidak lapar. Anggaran ratusan triliun memang besar, tapi sebanding dengan hasil yang akan kita petik 10-15 tahun ke depan: sumber daya manusia yang unggul dan sehat. Prioritas pemerintah saat ini sudah tepat, karena manusia adalah aset terpenting bangsa. Mari kita kawal bersama agar program mulia ini tepat sasaran dan bebas dari penyelewengan. Semangat membangun bangsa!",0,1 month ago,@narasi.negeri
"Melihat skala program ini, Indonesia sedang melakukan intervensi ekonomi yang berani dan masif. Tantangan tata kelola pasti ada di setiap kebijakan besar, tapi itu bukan alasan untuk tidak melangkah. Justru dengan adanya MBG, kita dipaksa untuk memperkuat sistem logistik pangan dan koperasi kita. Jika ini berhasil, Indonesia akan punya ketahanan pangan yang sangat solid dari hulu ke hilir. Optimis program ini sukses!",0,1 month ago,@ruang.negeri
"Hanya menguntungkan salah satu pihak dan tidak merata, sama aja, menyengsarakan rakyat. Solusi darimana nya",0,1 month ago,@AlfinShofiulUmam
"​ @AlfinShofiulUmam membuka lapangan kerja, menyediakan gizi (memang belum merata, tapi bertahap), memutar roda ekonomi, menguntungkan petani/peternak (yg selama ini banyak yg miskin pastinya terbantu oleh program mbg), menyerap hasil bumi supaya menjaga harga jual, menyediakan ketahanan pangan di situasi krisis (contohnya seperti di sumatra), dll

Ironisnya, rakyat cenderung terus menyalahkan tanpa konteks yg jelas. Dikasih makan gratis, dibilang salah. Gk dikasih makan, malah banyak kelaparan. Puyeng kali jadi pemerintah",0,1 month ago,@aniferamedia
"Terima kasih pemerintah atas program Makan Bergizi Gratis ini. Sebagai orang tua, kami sangat terbantu karena gizi anak di sekolah jadi lebih terjamin dan meringankan beban pengeluaran harian. Anak-anak jadi lebih semangat belajar dan konsentrasinya meningkat. Semoga program ini terus berjalan lancar dan pengawasannya diperketat agar kualitas makanannya tetap terjaga dengan baik. Maju terus Indonesia!",0,1 month ago,@sudut.negeri
"Sangat setuju kalau program ini jadi motor penggerak ekonomi rakyat. Bayangkan ribuan dapur SPPG menyerap jutaan tenaga kerja dan membeli bahan baku langsung dari petani dan peternak lokal. Ini adalah bentuk redistribusi ekonomi yang nyata, di mana uang negara langsung berputar di tingkat desa dan kecamatan. Petani kita punya kepastian pasar, dan ekonomi lokal pasti hidup kembali!",0,1 month ago,@catatan.negeri
"Program MBG adalah investasi jangka panjang yang sangat visioner. Kita tidak bisa bicara kualitas pendidikan jika anak-anak kita masih lapar atau kekurangan gizi (stunting). Memperbaiki gizi dari sekolah adalah fondasi utama untuk mencetak generasi emas 2045 yang produktif. Ini bukan sekadar bantuan sosial, tapi strategi besar untuk memutus rantai kemiskinan secara struktural. Dukung penuh keberlanjutan program ini!",0,1 month ago,@bicara.negeri
MBG bikin warung makan sepi . Banyak guru sekolah sekitar wilayah jadi gak pernah makan ditoko . Hadeuhhh …,0,1 month ago,@ramramrakaka
Relawan ganti jadi ormas jj,0,1 month ago,@thekingalucard8702
